timeStep areaDensityCounting-PID5 areaDensityCounting-PID6 areaDensityCounting-PID7 areaDensityCounting-PID8 areaDensityCounting-PID9 areaDensityCounting-PID10 areaDensityCounting-PID11 areaDensityCounting-PID12 areaDensityCounting-PID13
139 20 26 0 0 19 1 0 0 112
140 18 27 0 0 18 1 0 0 114
141 17 27 0 0 16 1 0 0 114
142 17 28 0 0 15 1 0 0 114
143 17 29 0 0 16 1 0 0 114
144 16 30 0 0 16 1 0 0 116
145 15 30 0 0 16 2 0 0 114
146 14 32 0 0 16 0 0 0 115
147 13 32 0 0 14 1 0 0 117
148 12 33 0 0 13 2 0 0 118
149 11 33 0 0 13 2 0 0 118
150 11 34 0 0 13 3 0 0 119
151 10 34 0 0 14 4 0 0 120
152 9 36 0 0 13 2 0 0 119
153 9 37 0 0 13 2 0 0 118
154 9 37 0 0 11 1 0 0 119
155 8 38 0 0 11 4 0 0 118
156 7 40 0 0 10 4 0 0 119
157 6 40 0 0 9 4 0 0 119
158 6 42 0 0 9 5 0 0 119
159 6 42 0 0 9 5 0 0 119
160 5 43 0 0 9 5 0 0 118
161 5 46 0 0 9 5 0 0 117
162 4 47 0 0 8 5 0 0 118
163 4 48 0 0 9 5 0 0 119
164 3 50 0 0 7 3 0 0 119
165 3 52 0 0 7 3 0 0 118
166 3 52 0 0 7 4 0 0 117
167 3 54 0 0 5 3 0 0 117
168 1 57 0 0 5 3 0 0 118
169 1 58 0 0 5 3 0 0 117
170 1 58 0 0 5 2 0 0 119
171 1 59 0 0 5 3 0 0 117
172 0 60 0 0 4 4 0 0 118
173 0 61 0 0 3 3 0 0 117
174 0 63 0 0 3 3 0 0 117
175 0 64 0 0 3 4 0 0 117
176 0 64 0 0 2 4 0 0 118
177 0 64 0 0 2 5 0 0 117
178 0 67 0 0 2 4 0 0 116
179 0 68 0 0 1 4 0 0 115
180 0 70 0 0 1 3 0 0 114
181 0 70 0 0 0 4 0 0 117
182 0 71 0 0 0 4 0 0 116
183 0 72 0 0 0 5 0 0 114
184 0 73 0 0 0 4 0 0 115
185 0 73 0 0 0 5 0 0 113
186 0 76 0 0 0 4 0 0 114
187 0 76 0 0 0 4 0 0 111
188 0 77 0 0 0 3 0 0 111
189 0 79 0 0 0 4 0 0 112
190 0 79 0 0 0 5 0 0 113
191 0 81 0 0 0 4 0 0 111
192 0 82 0 0 0 3 0 0 112
193 0 84 0 0 0 3 0 0 109
194 0 85 0 0 0 4 0 0 108
195 0 85 0 0 0 5 0 0 107
196 0 85 0 0 0 6 0 0 106
197 0 88 0 0 0 6 0 0 105
198 0 91 0 0 0 5 0 0 103
199 0 91 0 0 0 6 0 0 101
200 0 93 0 0 0 5 0 0 101
201 0 94 0 0 0 5 0 0 98
202 0 94 0 0 0 7 0 0 98
203 0 96 0 0 0 7 0 0 96
204 0 97 0 0 0 5 0 0 94
205 0 98 0 0 0 7 0 0 93
206 0 100 0 0 0 6 0 0 92
207 0 103 0 0 0 6 0 0 91
208 0 104 0 0 0 5 0 0 90
209 0 106 0 0 0 5 0 0 88
210 0 107 0 0 0 5 0 0 87
211 0 111 0 0 0 4 0 0 84
212 0 111 0 0 0 4 0 0 83
213 0 112 0 0 0 4 0 0 83
214 0 113 0 0 0 4 0 0 80
215 0 114 0 0 0 5 0 0 80
216 0 115 0 0 0 6 0 0 78
217 0 117 0 0 0 5 0 0 76
218 0 119 0 0 0 4 0 0 74
219 0 120 0 0 0 6 0 0 74
220 0 121 0 0 0 4 0 0 72
221 0 124 0 0 0 4 0 0 71
222 0 125 0 0 0 6 0 0 69
223 0 126 0 0 0 6 0 0 67
224 0 126 0 0 0 6 0 0 66
225 0 127 0 0 0 6 0 0 65
226 0 129 0 0 0 5 0 0 63
227 0 130 0 0 0 6 0 0 63
228 0 133 0 0 0 5 0 0 62
229 0 133 0 0 0 5 0 0 61
230 0 135 0 0 0 5 0 0 59
231 0 136 0 0 0 6 0 0 56
232 0 139 0 0 0 4 0 0 56
233 0 140 0 0 0 5 0 0 55
234 0 141 0 0 0 4 0 0 54
235 0 143 0 0 0 5 0 0 51
236 0 143 0 0 0 5 0 0 50
237 0 145 0 0 0 4 0 0 48
238 0 147 0 0 0 5 0 0 48
239 0 148 0 0 0 5 0 0 47
240 0 149 0 0 0 4 0 0 46
241 0 151 0 0 0 5 0 0 44
242 0 152 0 0 0 4 0 0 44
243 0 152 0 0 0 4 0 0 43
244 0 155 0 0 0 3 0 0 39
245 0 156 0 0 0 3 0 0 39
246 0 157 0 0 0 4 0 0 38
247 0 158 0 0 0 3 0 0 37
248 0 159 0 0 0 3 0 0 34
249 0 160 0 0 0 2 0 0 34
250 0 162 0 0 0 4 0 0 34
251 0 163 0 0 0 3 0 0 32
252 0 163 0 0 0 4 0 0 32
253 0 163 0 0 0 4 0 0 31
254 0 165 0 0 0 5 0 0 30
255 0 167 0 0 0 3 0 0 29
256 0 167 0 0 0 3 0 0 28
257 0 169 0 0 0 2 0 0 28
258 0 169 0 0 0 3 0 0 27
259 0 169 0 0 0 3 0 0 26
260 0 172 0 0 0 2 0 0 25
261 0 172 0 0 0 3 0 0 24
262 0 173 0 0 0 2 0 0 23
263 0 174 0 0 0 1 0 0 21
264 0 175 0 0 0 4 0 0 21
265 0 175 0 0 0 3 0 0 21
266 0 178 0 0 0 2 0 0 19
267 0 178 0 0 0 2 0 0 17
268 0 178 0 0 0 4 0 0 17
269 0 179 0 0 0 5 0 0 15
270 0 180 0 0 0 3 0 0 15
271 0 181 0 0 0 4 0 0 14
272 0 183 0 0 0 3 0 0 13
273 0 184 0 0 0 2 0 0 13
274 0 184 0 0 0 3 0 0 12
275 0 186 0 0 0 3 0 0 11
276 0 186 0 0 0 4 0 0 10
277 0 187 0 0 0 3 0 0 10
278 0 189 0 0 0 2 0 0 9
279 0 189 0 0 0 2 0 0 8
280 0 190 0 0 0 1 0 0 8
281 0 191 0 0 0 1 0 0 7
282 0 191 0 0 0 2 0 0 6
283 0 192 0 0 0 1 0 0 6
284 0 192 0 0 0 1 0 0 6
285 0 193 0 0 0 1 0 0 5
286 0 193 0 0 0 2 0 0 5
287 0 193 0 0 0 2 0 0 5
288 0 195 0 0 0 0 0 0 5
289 0 195 0 0 0 0 0 0 5
290 0 195 0 0 0 0 0 0 5
291 0 195 0 0 0 0 0 0 5
292 0 195 0 0 0 0 0 0 5
293 0 195 0 0 0 0 0 0 5
294 0 195 0 0 0 0 0 0 5
295 0 195 0 0 0 0 0 0 5
296 0 195 0 0 0 0 0 0 5
297 0 195 0 0 0 0 0 0 5
298 0 195 0 0 0 0 0 0 5
299 0 195 0 0 0 0 0 0 4
300 0 195 0 0 0 0 0 0 4
301 0 195 0 0 0 1 0 0 4
302 0 196 0 0 0 0 0 0 4
303 0 196 0 0 0 1 0 0 3
304 0 197 0 0 0 1 0 0 2
305 0 197 0 0 0 1 0 0 2
306 0 197 0 0 0 1 0 0 2
307 0 197 0 0 0 1 0 0 2
308 0 197 0 0 0 1 0 0 1
309 0 198 0 0 0 0 0 0 1
310 0 198 0 0 0 1 0 0 1
311 0 199 0 0 0 0 0 0 1
312 0 199 0 0 0 0 0 0 1
313 0 199 0 0 0 0 0 0 1
314 0 199 0 0 0 0 0 0 1
315 0 199 0 0 0 0 0 0 1
316 0 199 0 0 0 0 0 0 1
317 0 199 0 0 0 0 0 0 1
318 0 199 0 0 0 0 0 0 1
319 0 199 0 0 0 0 0 0 1
320 0 199 0 0 0 0 0 0 1
321 0 199 0 0 0 0 0 0 1
322 0 199 0 0 0 0 0 0 1
323 0 199 0 0 0 0 0 0 1
324 0 199 0 0 0 0 0 0 1
325 0 199 0 0 0 0 0 0 1
326 0 199 0 0 0 0 0 0 1
327 0 199 0 0 0 0 0 0 1
328 0 199 0 0 0 0 0 0 1
329 0 199 0 0 0 0 0 0 1
330 0 199 0 0 0 0 0 0 1
331 0 199 0 0 0 0 0 0 1
332 0 199 0 0 0 0 0 0 1
333 0 199 0 0 0 0 0 0 1
334 0 199 0 0 0 0 0 0 1
335 0 199 0 0 0 0 0 0 1
336 0 199 0 0 0 0 0 0 1
337 0 199 0 0 0 0 0 0 1
338 0 199 0 0 0 0 0 0 0
339 0 199 0 0 0 0 0 0 0
340 0 199 0 0 0 1 0 0 0
341 0 199 0 0 0 1 0 0 0
342 0 200 0 0 0 0 0 0 0
343 0 200 0 0 0 0 0 0 0
344 0 200 0 0 0 0 0 0 0
345 0 200 0 0 0 0 0 0 0
346 0 200 0 0 0 0 0 0 0
347 0 200 0 0 0 0 0 0 0
348 0 200 0 0 0 0 0 0 0
349 0 200 0 0 0 0 0 0 0
350 0 200 0 0 0 0 0 0 0
351 0 200 0 0 0 0 0 0 0
352 0 200 0 0 0 0 0 0 0
353 0 200 0 0 0 0 0 0 0
354 0 200 0 0 0 0 0 0 0
355 0 200 0 0 0 0 0 0 0
356 0 200 0 0 0 0 0 0 0
357 0 200 0 0 0 0 0 0 0
358 0 200 0 0 0 0 0 0 0
359 0 200 0 0 0 0 0 0 0
360 0 200 0 0 0 0 0 0 0
361 0 200 0 0 0 0 0 0 0
362 0 200 0 0 0 0 0 0 0
363 0 200 0 0 0 0 0 0 0
364 0 200 0 0 0 0 0 0 0
365 0 200 0 0 0 0 0 0 0
366 0 200 0 0 0 0 0 0 0
367 0 200 0 0 0 0 0 0 0
368 0 200 0 0 0 0 0 0 0
369 0 200 0 0 0 0 0 0 0
370 0 200 0 0 0 0 0 0 0
371 0 200 0 0 0 0 0 0 0
372 0 200 0 0 0 0 0 0 0
373 0 200 0 0 0 0 0 0 0
374 0 200 0 0 0 0 0 0 0
375 0 200 0 0 0 0 0 0 0
376 0 200 0 0 0 0 0 0 0
377 0 200 0 0 0 0 0 0 0
378 0 200 0 0 0 0 0 0 0
379 0 200 0 0 0 0 0 0 0
380 0 200 0 0 0 0 0 0 0
381 0 200 0 0 0 0 0 0 0
382 0 200 0 0 0 0 0 0 0
383 0 200 0 0 0 0 0 0 0
384 0 200 0 0 0 0 0 0 0
385 0 200 0 0 0 0 0 0 0
386 0 200 0 0 0 0 0 0 0
387 0 200 0 0 0 0 0 0 0
388 0 200 0 0 0 0 0 0 0
389 0 200 0 0 0 0 0 0 0
390 0 200 0 0 0 0 0 0 0
391 0 200 0 0 0 0 0 0 0
392 0 200 0 0 0 0 0 0 0
393 0 200 0 0 0 0 0 0 0
394 0 200 0 0 0 0 0 0 0
395 0 200 0 0 0 0 0 0 0
396 0 200 0 0 0 0 0 0 0
397 0 200 0 0 0 0 0 0 0
398 0 200 0 0 0 0 0 0 0
399 0 200 0 0 0 0 0 0 0
400 0 200 0 0 0 0 0 0 0
401 0 200 0 0 0 0 0 0 0
402 0 200 0 0 0 0 0 0 0
403 0 200 0 0 0 0 0 0 0
404 0 200 0 0 0 0 0 0 0
405 0 200 0 0 0 0 0 0 0
406 0 200 0 0 0 0 0 0 0
407 0 200 0 0 0 0 0 0 0
408 0 200 0 0 0 0 0 0 0
409 0 200 0 0 0 0 0 0 0
410 0 200 0 0 0 0 0 0 0
411 0 200 0 0 0 0 0 0 0
412 0 200 0 0 0 0 0 0 0
413 0 200 0 0 0 0 0 0 0
414 0 200 0 0 0 0 0 0 0
415 0 200 0 0 0 0 0 0 0
416 0 200 0 0 0 0 0 0 0
417 0 200 0 0 0 0 0 0 0
418 0 200 0 0 0 0 0 0 0
419 0 200 0 0 0 0 0 0 0
420 0 200 0 0 0 0 0 0 0
421 0 200 0 0 0 0 0 0 0
422 0 200 0 0 0 0 0 0 0
423 0 200 0 0 0 0 0 0 0
424 0 200 0 0 0 0 0 0 0
425 0 200 0 0 0 0 0 0 0
426 0 200 0 0 0 0 0 0 0
427 0 200 0 0 0 0 0 0 0
428 0 200 0 0 0 0 0 0 0
429 0 200 0 0 0 0 0 0 0
430 0 200 0 0 0 0 0 0 0
431 0 200 0 0 0 0 0 0 0
432 0 200 0 0 0 0 0 0 0
433 0 200 0 0 0 0 0 0 0
434 0 200 0 0 0 0 0 0 0
435 0 200 0 0 0 0 0 0 0
436 0 200 0 0 0 0 0 0 0
437 0 200 0 0 0 0 0 0 0
438 0 200 0 0 0 0 0 0 0
439 0 200 0 0 0 0 0 0 0
440 0 200 0 0 0 0 0 0 0
441 0 200 0 0 0 0 0 0 0
442 0 200 0 0 0 0 0 0 0
443 0 200 0 0 0 0 0 0 0
444 0 200 0 0 0 0 0 0 0
445 0 200 0 0 0 0 0 0 0
446 0 200 0 0 0 0 0 0 0
447 0 200 0 0 0 0 0 0 0
448 0 200 0 0 0 0 0 0 0
449 0 200 0 0 0 0 0 0 0
450 0 200 0 0 0 0 0 0 0
451 0 200 0 0 0 0 0 0 0
452 0 200 0 0 0 0 0 0 0
453 0 200 0 0 0 0 0 0 0
454 0 200 0 0 0 0 0 0 0
455 0 200 0 0 0 0 0 0 0
456 0 200 0 0 0 0 0 0 0
457 0 200 0 0 0 0 0 0 0
458 0 200 0 0 0 0 0 0 0
459 0 200 0 0 0 0 0 0 0
460 0 200 0 0 0 0 0 0 0
461 0 200 0 0 0 0 0 0 0
462 0 200 0 0 0 0 0 0 0
463 0 200 0 0 0 0 0 0 0
464 0 200 0 0 0 0 0 0 0
465 0 200 0 0 0 0 0 0 0
466 0 200 0 0 0 0 0 0 0
467 0 200 0 0 0 0 0 0 0
468 0 200 0 0 0 0 0 0 0
469 0 200 0 0 0 0 0 0 0
470 0 200 0 0 0 0 0 0 0
471 0 200 0 0 0 0 0 0 0
472 0 200 0 0 0 0 0 0 0
473 0 200 0 0 0 0 0 0 0
474 0 200 0 0 0 0 0 0 0
475 0 200 0 0 0 0 0 0 0
476 0 200 0 0 0 0 0 0 0
477 0 200 0 0 0 0 0 0 0
478 0 200 0 0 0 0 0 0 0
479 0 200 0 0 0 0 0 0 0
480 0 200 0 0 0 0 0 0 0
481 0 200 0 0 0 0 0 0 0
482 0 200 0 0 0 0 0 0 0
483 0 200 0 0 0 0 0 0 0
484 0 200 0 0 0 0 0 0 0
485 0 200 0 0 0 0 0 0 0
486 0 200 0 0 0 0 0 0 0
487 0 200 0 0 0 0 0 0 0
488 0 200 0 0 0 0 0 0 0
489 0 200 0 0 0 0 0 0 0
490 0 200 0 0 0 0 0 0 0
491 0 200 0 0 0 0 0 0 0
492 0 200 0 0 0 0 0 0 0
493 0 200 0 0 0 0 0 0 0
494 0 200 0 0 0 0 0 0 0
495 0 200 0 0 0 0 0 0 0
496 0 200 0 0 0 0 0 0 0
497 0 200 0 0 0 0 0 0 0
498 0 200 0 0 0 0 0 0 0
499 0 200 0 0 0 0 0 0 0
500 0 200 0 0 0 0 0 0 0
501 0 200 0 0 0 0 0 0 0
502 0 200 0 0 0 0 0 0 0
503 0 200 0 0 0 0 0 0 0
504 0 200 0 0 0 0 0 0 0
505 0 200 0 0 0 0 0 0 0
506 0 200 0 0 0 0 0 0 0
507 0 200 0 0 0 0 0 0 0
508 0 200 0 0 0 0 0 0 0
509 0 200 0 0 0 0 0 0 0
510 0 200 0 0 0 0 0 0 0
511 0 199 0 0 0 0 0 0 0
512 0 199 0 0 0 1 0 0 0
513 0 198 0 0 0 1 0 0 1
514 0 197 0 0 0 2 0 0 1
515 0 195 0 0 0 4 0 0 1
516 0 191 0 0 0 6 0 0 2
517 0 189 0 0 0 6 0 0 3
518 0 188 0 0 0 7 0 0 5
519 0 184 0 0 0 9 0 0 5
520 0 184 0 0 0 9 0 0 6
521 0 180 0 0 0 13 0 0 6
522 0 175 0 0 0 13 0 0 8
523 0 175 0 0 0 12 0 0 8
524 0 173 0 0 0 16 0 0 9
525 0 170 0 0 0 16 0 0 12
526 0 166 0 0 0 18 0 0 14
527 0 165 0 0 0 18 0 0 15
528 0 160 0 0 0 20 0 0 16
529 0 158 0 0 0 20 0 0 18
530 0 156 0 0 0 22 0 0 20
531 0 152 0 0 0 24 0 0 22
532 0 151 0 0 0 22 0 0 26
533 0 146 0 0 0 23 0 0 28
534 0 144 0 0 0 23 0 0 28
535 0 141 0 0 0 25 0 0 32
536 0 139 0 0 0 24 0 0 33
537 0 136 0 0 0 25 0 0 36
538 0 134 0 0 0 25 0 0 38
539 0 130 0 0 0 24 0 0 43
540 0 126 0 0 0 24 0 0 45
541 0 125 0 0 0 24 0 0 46
542 0 124 0 0 0 25 0 0 48
543 0 120 0 0 0 23 0 0 52
544 0 118 0 0 0 21 0 0 56
545 0 116 0 0 0 23 0 0 57
546 0 112 0 0 0 25 0 0 59
547 0 109 0 0 0 24 0 0 63
548 0 107 0 0 0 24 0 0 66
549 0 104 0 0 0 22 0 0 68
550 0 101 0 0 0 26 0 0 71
551 0 99 0 0 0 25 0 0 73
552 0 96 0 0 0 24 0 0 77
553 0 94 0 0 0 24 0 0 79
554 0 91 0 0 0 25 0 0 82
555 0 90 0 0 0 23 0 0 85
556 0 88 0 0 0 24 0 0 86
557 0 85 0 0 0 22 0 0 88
558 0 83 0 0 0 22 0 0 92
559 0 81 0 0 0 22 0 0 94
560 0 79 0 0 0 20 0 0 96
561 0 76 0 0 0 20 0 0 98
562 0 75 0 0 0 19 0 0 101
563 0 74 0 0 0 20 0 0 104
564 0 71 0 0 0 22 0 0 106
565 0 69 0 0 0 19 0 0 109
566 0 66 0 0 0 22 0 0 111
567 0 64 0 0 0 21 0 0 113
568 0 63 0 0 0 20 0 0 114
569 0 61 0 0 0 19 0 0 117
570 0 59 0 0 0 20 0 0 120
571 0 58 0 0 0 18 0 0 122
572 0 55 0 0 0 18 0 0 122
573 0 53 0 0 0 17 0 0 125
574 0 52 0 0 0 17 0 0 128
575 0 51 0 0 0 14 0 0 130
576 0 48 0 0 0 16 0 0 133
577 0 46 0 0 0 16 0 0 135
578 0 44 0 0 0 16 0 0 138
579 0 42 0 0 0 15 0 0 139
580 0 40 0 0 0 17 0 0 140
581 0 40 0 0 0 15 0 0 144
582 0 37 0 0 0 14 0 0 147
583 0 36 0 0 0 12 0 0 148
584 0 34 0 0 0 13 0 0 150
585 0 33 0 0 0 13 0 0 151
586 0 31 0 0 0 12 0 0 153
587 0 31 0 0 0 11 0 0 154
588 0 28 0 0 0 10 0 0 156
589 0 27 0 0 0 8 0 0 158
590 0 27 0 0 0 9 0 0 159
591 0 26 0 0 0 10 0 0 163
592 0 25 0 0 0 8 0 0 165
593 0 21 0 0 0 9 0 0 167
594 0 21 0 0 0 8 0 0 167
595 0 21 0 0 0 8 0 0 168
596 0 19 0 0 0 8 0 0 170
597 0 17 0 0 0 6 0 0 173
598 0 17 0 0 0 8 0 0 173
599 0 16 0 0 0 7 0 0 175
600 0 13 0 0 0 6 0 0 175
601 0 13 0 0 0 5 0 0 178
602 0 11 0 0 0 7 0 0 179
603 0 11 0 0 0 6 0 0 179
604 0 10 0 0 0 4 0 0 181
605 0 9 0 0 0 2 0 0 183
606 0 8 0 0 0 3 0 0 185
607 0 7 0 0 0 2 0 0 186
608 0 6 0 0 0 4 0 0 186
609 0 6 0 0 0 3 0 0 187
610 0 5 0 0 0 1 0 0 187
611 0 4 0 0 0 2 0 0 188
612 0 4 0 0 0 2 0 0 188
613 0 4 0 0 0 1 0 0 189
614 0 3 0 0 0 2 0 0 187
615 0 2 0 0 0 1 0 0 187
616 0 2 0 0 0 2 0 0 187
617 0 2 0 0 0 1 0 0 188
618 0 1 0 0 0 1 0 0 188
619 0 1 0 0 0 0 0 0 189
620 0 0 0 0 0 0 0 0 188
621 0 0 0 0 0 0 0 0 189
622 0 0 0 0 0 0 0 0 190
623 0 0 0 0 0 0 0 0 188
624 0 0 0 0 0 0 0 0 188
625 0 0 0 0 0 0 0 1 188
626 0 0 0 0 0 0 0 0 188
627 0 0 0 1 0 0 0 0 187
628 0 0 0 1 0 0 0 0 186
629 0 0 0 1 0 0 0 0 187
630 0 0 0 1 0 0 0 0 187
631 0 0 0 1 0 0 0 0 187
632 0 0 0 1 0 0 0 0 187
633 0 0 0 1 0 0 0 0 186
634 0 0 0 1 0 0 0 0 185
635 0 0 0 1 0 0 0 1 185
636 0 0 0 1 0 0 0 0 184
637 0 0 0 1 0 0 0 0 184
638 0 0 0 2 0 0 0 0 184
639 0 0 0 2 0 0 0 0 183
640 0 0 0 2 0 0 0 0 182
641 0 0 0 2 0 0 0 0 182
642 0 0 0 2 0 0 0 0 181
643 0 0 0 2 0 0 0 0 181
644 0 0 0 2 0 0 0 0 180
645 0 0 0 2 0 0 0 0 180
646 0 0 0 2 0 0 0 0 179
647 0 0 0 2 0 0 0 0 178
648 0 0 0 2 0 0 0 0 178
649 0 0 0 2 0 0 0 0 178
650 0 0 0 2 0 0 0 0 177
651 0 0 0 2 0 0 0 0 177
652 0 0 0 2 0 0 0 0 177
653 0 0 0 2 0 0 0 0 175
654 0 0 0 2 0 0 0 0 174
655 0 0 0 2 0 0 0 0 174
656 0 0 0 2 0 0 0 0 174
657 0 0 0 2 0 0 0 1 172
658 0 0 0 2 0 0 0 0 172
659 0 0 0 3 0 0 0 1 172
660 0 0 0 3 0 0 0 2 171
661 0 0 0 3 0 0 1 2 170
662 0 0 1 4 0 0 0 1 169
663 0 0 1 4 0 0 0 1 167
664 0 0 1 4 0 0 0 1 167
665 0 0 1 5 0 0 0 2 166
666 0 0 1 5 0 0 0 2 165
667 0 0 1 6 0 0 0 1 165
668 0 0 1 6 0 0 0 1 165
669 0 0 1 7 0 0 0 2 164
670 0 0 1 7 0 0 0 1 164
671 0 0 1 8 0 0 0 1 165
672 0 0 1 8 0 0 0 2 164
673 0 0 1 9 0 0 0 1 163
674 0 0 1 9 0 0 0 2 162
675 0 0 1 9 0 0 0 2 162
676 0 0 1 10 0 0 0 2 160
677 0 0 1 10 0 0 0 1 160
678 0 0 1 11 0 0 0 1 159
679 0 0 1 11 0 0 0 1 157
680 0 0 1 11 0 0 0 0 157
681 0 0 1 12 0 0 0 1 157
682 0 0 1 12 0 0 0 1 158
683 0 0 1 12 0 0 1 2 156
684 0 0 2 12 0 0 0 2 155
685 0 0 2 13 0 0 0 1 155
686 0 0 2 13 0 0 0 1 155
687 0 0 2 14 0 0 0 2 154
